"Date Visited","Agency","Site ID","Service Center","Site Address","Borough","Secret Shopper Language","Interaction with Security Guards","Interaction with Reception Staff","Interaction with Frontline Staff","Does Facility have signs posted notifying clients 
to the right of interpretation services?","Languages in which the facility has translated signs relating to service being provided","Languages in which the facility has translated documents","Method in which interpretation was made available","Time spent waiting for an interpreter after speaking to staff member","Did the Secret Shopper receive the information or service asked for?","Postcode","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"07/31/2023","HRA","HRA-K-29","Job Center/Southern Brooklyn","35 4th Ave. Fl. 1","Brooklyn","Chinese","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11217","40.683419","-73.97898","306","39","3000000","3009280001","12901","BK0602"
"07/31/2023","OATH","ATH-K-02","OATH Hearings Divison","9 Bond St. Fl. 6","Brooklyn","Chinese","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11201","40.689376","-73.983164","302","33","3329441","3001600007","37","BK0202"
"07/31/2023","SBS","SBS-K-02","Brooklyn Workforce1 Career Center","9 Bond Street","Brooklyn","Chinese","Excellent","Fair","Fair","Yes","One or more languages (specific language not recorded)","None","None","N/A","No","11201","40.689376","-73.983164","302","33","3329441","3001600007","37","BK0202"
"07/31/2023","SBS","SBS-K-06","NYC Business Solution Center","9 Bond St. Fl. 5","Brooklyn","Russian","Excellent","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","None","Bilingual staff","5-10 minutes","Yes","11201","40.689376","-73.983164","302","33","3329441","3001600007","37","BK0202"
"07/31/2023","TLC","TLC-Q-04","Safety and Emissions","24-55 Brooklyn-Queens Expwy.","Queens","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11377","40.764199","-73.902694","401","22","4022499","4010160045","299","QN0171"
"07/10/2024","BIC","BIC-M-01","Licensing Unit","100 Church St. Fl. 20","Manhattan","Chinese","Excellent","Excellent","N/A","Yes","N/A","None","Google Translate","Interpreter not provided","No","10007","40.712968","-74.00949","101","1","1001409","1001250020","21","MN0102"
"07/12/2024","DORIS","DOR-M-01","Municipal Archives","31 Chambers Street","Manhattan","Mandarin","Excellent","Excellent","N/A","Yes","N/A","None","Language Line","5-10 minutes","Yes","10007","40.713402","-74.004635","101","1","1001670","1001530024","31","MN0102"
"07/15/2024","DCP","DCP-M-03","Manhattan Borough Office","120 Broadway","Manhattan","Mandarin","Excellent","Good","N/A","Yes","N/A","None","N/A","Interpreter not provided","No","10271","40.708546","-74.011041","101","1","1001026","1000477501","7","MN0101"
"07/15/2024","DOF","DOF-M-04","City Register","66 John St.","Manhattan","Chinese","Excellent","Good","Good","Yes","N/A","None","Told to return later","Interpreter not provided","No","10038","40.708933","-74.007614","101","1","1079043","1000670001","1502","MN0101"
"07/15/2024","DOHMH","DOH-M-14","Manhattan Early Intervention Office","42 Broadway Suite 1611","Manhattan","Mandarin","Good","Good","Excellent","Yes","N/A","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10004","40.70627","-74.012909","101","1","1000812","1000220020","9","MN0101"
"07/16/2024","DOB","DOB-M-04","Manhattan Borough Office","280 Broadway Floor 3","Manhattan","Mandarin","Excellent","Fair","N/A","Yes","N/A","None","N/A","Interpreter not provided","No","10007","40.714417","-74.006089","101","1","1079215","1001530001","31","MN0102"
"07/17/2024","CCRB","CRB-M-01","Civilian Complaints Against Police","100 Church St Floor 10","Manhattan","Cantonese","Excellent",,"Excellent","No","N/A","None","Google Translate","Interpreter not provided","Yes","10007","40.712968","-74.00949","101","1","1001409","1001250020","21","MN0102"
"07/17/2024","DOB","DOB-M-12","Padlock Unit","22 Reade St Fl 5","Manhattan","Mandarin","Excellent","N/A","N/A","No","N/A","None","N/A","Interpreter not provided","No","10007","40.714231","-74.004895","101","1","1078613","1001540023","31","MN0102"
"07/18/2024","CLERK","CCK-M-01","Borough Office","141 Worth St.","Manhattan","Chinese","Excellent","N/A","N/A","No","N/A","None","Google Translate","Interpreter not provided","Yes","10013","40.715093","-74.001948","101","1","1001830","1001660027","2901","MN0102"
"07/18/2024","DOHMH","DOH-M-16","Food Safety & Community Sanitation","125 Worth St. Fl. 10","Manhattan","Mandarin","Excellent","Excellent","Good","Yes","One or more languages (specific language not recorded)","None","Language Line","5 minutes or less","Yes","10013","40.715428","-74.002673","101","1","1001831","1001680032","31","MN0102"
"07/18/2024","HRA","HRA-M-37","Office of Child Support Enforcement","151 West Broadway Fl. 4","Manhattan","Mandarin","Excellent","Fair","Excellent","Yes","N/A","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10013","40.717242","-74.007853","101","1","1001621","1001480010","33","MN0102"
"07/19/2024","DFTA","DFA-M-02","Senior Employement Services","2 Lafayette St. Fl 6","Manhattan","Mandarin","Excellent","Good","Excellent","Yes","N/A","One or more languages (specific language not recorded)","Bilingual staff","5-10 minutes","Yes","10007","40.713723","-74.003586","101","1","1001672","1001550001","31","MN0102"
"07/19/2024","DOB","DOB-M-10","Local Law enforment","280 Broadway Floor 4","Manhattan","Chinese","Excellent","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Bilingual staff","5-10 minutes","Yes","10007","40.714417","-74.006089","101","1","1079215","1001530001","31","MN0102"
"07/19/2024","ENDGBDV","MYR-M-03","NYC Family Justice Center","80 Centre St.","Manhattan","Chinese","Excellent","Excellent","Excellent","Yes","N/A","None","Google Translate","N/A","Yes","10013","40.715447","-74.00189","101","1","1001830","1001660027","2901","MN0102"
"07/19/2024","HRA","HRA-M-41","Business Link","123 William St. Fl. 6","Manhattan","Chinese","Poor","Poor","Poor","Yes","10 designated citywide languages","None","Told to return later","Interpreter not provided","No","10038","40.709112","-74.006893","101","1","1079063","1000780004","1502","MN0101"
"07/22/2024","DOT","DOT-K-01","Brooklyn Permit Office","16 Court St Floor 15","Brooklyn","Cantonese","Excellent","N/A","N/A","Yes","10 designated citywide languages","N/A","Google Translate","Interpreter not provided","No","11241","40.693445","-73.990577","302","33","3002108","3002500044","9","BK0201"
"07/22/2024","ENDGBDV","MYR-K-01","NYC Family Justice Center","350 Jay St.","Brooklyn","Cantonese","Excellent","Excellent","Excellent","Yes","10 designated citywide languages","None","Google Translate","Interpreter not provided","Yes","11201","40.69351","-73.987249","302","33","3000259","3001407501","11","BK0202"
"07/22/2024","FDNY","FDN-K-02","Certificate of Fitness Testing Unit","9 Metrotech Center Fl. 1","Brooklyn","Mandarin","Excellent","N/A","N/A","Yes","N/A",,"N/A","N/A","No","11201","40.69486","-73.984674","302","33","3058187","3020470011","1502","BK0202"
"07/22/2024","FDNY","FDN-K-03","Public Records","9 Metrotech Center Fl. 1","Brooklyn","Mandarin","Excellent","Excellent","Fair","No","None",,"None","N/A","Yes","11201","40.69486","-73.984674","302","33","3058187","3020470011","1502","BK0202"
"07/22/2024","HRA","HRA-K-19","Office of Child Support Enforcement - King County","330 Jay St. Fl. 6","Brooklyn","Cantonese","Good","Excellent","Excellent","No","N/A","N/A","Google Translate","Interpreter not provided","No","11201","40.694495","-73.987198","302","33","3347736","3001407502","11","BK0202"
"07/22/2024","HRA","HRA-K-36","Michael J. Handy  Veteran Job Center","25 Chapel St. Fl. 6","Brooklyn","Chinese","Poor","Excellent","Excellent","Yes","10 designated citywide languages","None","Language Line","5 minutes or less","Yes","11201","40.697254","-73.986015","302","33","3335884","3001180006","13","BK0202"
"07/23/2024","DCAS","CAS-Q-01","Civil Service Application &Testing Center","118-35 Queens Blvd Floor 5","Queens","Cantonese","Excellent","Excellent","N/A","Yes","10 designated citywide languages","None","Bilingual staff","5 minutes or less","Yes","11375","40.71513","-73.830545","406","29","4052811","4022700041","75701","QN0602"
"07/23/2024","DOF","DOF-K-01","Brooklyn Business Center","210 Joralemon St Fl 1","Brooklyn","Mandarin","Good","N/A","Fair","Yes","N/A","None","None","N/A","No","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"07/23/2024","DOF","DOF-K-02","City Register","210 Joralemon St F 2","Brooklyn","Mandarin","Good","N/A","Fair","Yes","N/A","None","N/A","N/A","No","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"07/23/2024","DOHMH","DOH-K-04","Brooklyn Early Intervention Office","16 Court St.","Brooklyn","Mandarin","Excellent","Excellent","N/A","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","11241","40.693445","-73.990577","302","33","3002108","3002500044","9","BK0201"
"07/23/2024","ENDGBDV","MYR-Q-02","NYC Family Justice Center","126-02 82nd Ave.","Queens","Cantonese","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11415","40.713732","-73.826122","409","29","4458616","4096570001","21601","QN0901"
"07/23/2024","HRA","HRA-Q-02","Office of Child Support","151-20 Jamaica Ave. Fl. 4","Queens","Cantonese","Excellent","Excellent","N/A","Yes","10 designated citywide languages","10 designated citywide languages","Google Translate","Interpreter not provided","Yes","11432","40.702499","-73.803109","412","27","4438731","4100930001","240","QN1201"
"07/23/2024","HRA","HRA-Q-03","Jamaica SNAP","165-08 88th Ave. Fl. 3","Queens","Cantonese","Excellent","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Google Translate","Interpreter not provided","Yes","11432","40.708661","-73.796703","412","24","4210062","4098150056","460","QN1201"
"07/23/2024","HRA","HRA-Q-08","Jamaica Job Center","165-08 88th Ave.","Queens","Cantonese","Excellent","Excellent","N/A","Yes","10 designated citywide languages","None","Google Translate","Interpreter not provided","Yes","11432","40.708661","-73.796703","412","24","4210062","4098150056","460","QN1201"
"07/23/2024","SBS","SBS-K-02","Brooklyn Workforce1 Career Center","9 Bond Street","Brooklyn","Cantonese","Fair","Excellent","Good","Yes","10 designated citywide languages","None","Google Translate","Interpreter not provided","Yes","11201","40.689376","-73.983164","302","33","3329441","3001600007","37","BK0202"
"07/24/2024","CCHR","CHR-Q-01","NYC Human Rights Community Service Center","153-02 Jamaica Ave Fl. 2","Queens","Mandarin","Poor","N/A","N/A","No","Spanish",,,,,"11432","40.702788","-73.802087","412","27",,,"240","QN1201"
"07/24/2024","SBS","SBS-Q-03","Workforce 1 Sector-Based Career Center","168-46 91st Ave.","Queens","Mandarin","Fair","Excellent","Excellent","Yes","N/A","None","Bilingual staff","5 minutes or less","Yes","11432","40.70742","-73.792169","412","27","4209641","4097990001","460","QN1201"
"07/25/2024","DOF","DOF-Q-01","Queens Business Center","144-06 94th Ave. Fl 1","Queens","Mandarin","Excellent","Fair","Fair","Yes","N/A","None","N/A","N/A","No","11435","40.698517","-73.8083","412","27","4439745","4099930003","208","QN1201"
"07/25/2024","DOHMH","DOH-M-03","Corrections-Birth/Death Certificate","125 Worth St. Rm 144","Manhattan","Haitian Creole","Poor","Poor","N/A","Yes","10 designated citywide languages","None","Told to find a bilingual person in waiting area, Language Line","10-30 minutes","Yes","10013","40.715428","-74.002673","101","1","1001831","1001680032","31","MN0102"
"07/25/2024","DOT","DOT-Q-01","Queens Permit Office","120-55 Queens Blvd.","Queens","Mandarin","Good","Good","Good","Yes","10 designated citywide languages","One or more languages (specific language not recorded)","Language Line","5-10 minutes","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/25/2024","DOT","DOT-Q-03","Highway Inspection & Quality Assurance","120-55 Queens Blvd.","Queens","Mandarin","Good","Good","Good","Yes","N/A","None","Google Translate","N/A","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/25/2024","NYPD","NYP-Q-02","Rifles and Firearms Licensing","120-55 Queens Blvd.","Queens","Mandarin","Good","Fair","N/A","Yes","N/A","None","None","N/A","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/29/2024","DPR","DPR-M-09","Recreation Center 54","348 E 54th St.","Manhattan","Cantonese","N/A","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Google Translate","Interpreter not provided","Yes","10022","40.756882","-73.965536","106","4","1039840","1013460032","98","MN0604"
"07/29/2024","HRA","HRA-M-06","Chinatown Medicaid Office","115 Chrystie St. Fl. 5","Manhattan","Mandarin","Excellent","N/A","Fair","Yes","10 designated citywide languages","One or more languages (specific language not recorded)","Bilingual staff","N/A","No","10002","40.718647","-73.993586","103","1","1005645","1004230022","18","MN0302"
"07/29/2024","HRA","HRA-M-29","Office of Child Suppport Enforcement - Manhattan","60 Lafayette St. Fl. 1","Manhattan","Mandarin","Excellent","Good","Good","Yes","N/A","One or more languages (specific language not recorded)","Google Translate","5 minutes or less","Yes","10013","40.71646","-74.002327","101","1","1001842","1001710031","31","MN0102"
"07/30/2024","DHS","DHS-M-04","Adult Family Intake center","400-430 E 30th St. Fl 1","Manhattan","Mandarin","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10016","40.74113","-73.975017","106","4","1087298","1009620097","62","MN0603"
"07/30/2024","DOF","DOF-B-01","Bronx Business Center","3050 3rd Ave","Bronx","Cantonese","Good","Fair","Good","Yes","10 designated citywide languages","None","Language Line","5 minutes or less","Yes","10451","40.820472","-73.912822","201","17",,,"71","BX0102"
"07/30/2024","DOT","DOT-M-01","Manhattan Permit office","55 Water St.","Manhattan","Cantonese","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10041","40.703608","-74.009691","101","1","1083346","1000327501","9","MN0101"
"07/30/2024","DPR","DPR-M-03","Hamilton Fish Recreation Center","128 Pitt St.","Manhattan","Cantonese","N/A","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Google Translate","Interpreter not provided","Yes","10002","40.719854","-73.981721","103","2","1081934","1003400001","2201","MN0302"
"07/30/2024","DPR","DPR-M-14","Chelsea Recreation center","430 W 25th St.","Manhattan","Cantonese","N/A","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Google Translate","Interpreter not provided","Yes","10001","40.748291","-74.001649","104","3","1012811","1007220057","93","MN0401"
"07/30/2024","DPR","DPR-M-18","Alfred E Smith Recreation Center","80 Catherine St.","Manhattan","Cantonese","N/A","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Google Translate","Interpreter not provided","Yes","10038","40.710729","-73.996631","103","1","1083357","1001110160","25","MN0301"
"07/30/2024","DPR","DPR-M-23","Asser Levy Recreation Center","392 Asser Levy  Pl.","Manhattan","Mandarin","N/A","Excellent","N/A","Yes","N/A","One or more languages (specific language not recorded)","Google Translate","5 minutes or less","Yes","10010","40.736137","-73.976159","106","4","1022552","1009810002","62","MN0603"
"07/30/2024","HRA","HRA-M-02","Union Square Job Center","109 East 16th St. Fl. 1","Manhattan","Cantonese","Good","Excellent","Good","Yes","10 designated citywide languages","10 designated citywide languages","Bilingual staff","5 minutes or less","No","10003","40.735681","-73.988713","105","2","1017821","1008720013","50","MN0602"
